Time,Channel A,Channel B,Channel C
(s),(V),(V),(V)

-2.47565001,0.14728230,3.21482000,0.05355999
-2.47560001,0.14728230,3.22275400,0.08331553
-2.47555001,0.14728230,3.22275400,0.08392590
-2.47550001,0.14746540,3.18842100,0.08331553
-2.47545001,0.14737390,3.19147300,0.07522812
-2.47540001,0.14725180,0.10116890,0.07705924
-2.47535001,0.14722130,3.16934700,0.03082369
-2.47530001,0.14719080,3.20001800,0.03082369
-2.47525001,0.14694660,3.22702700,0.06973480
-2.47520001,0.14688560,3.20993700,0.07278664
-2.47515001,0.14685510,3.20184900,0.04318369
-2.47510001,0.14679400,3.18475900,0.04257332
-2.47505001,0.14670250,3.21604100,0.06653035
-2.47500001,0.14673300,3.21543000,0.04989776
-2.47495001,0.14670250,3.20993700,0.04867702
-2.47490001,0.14667200,3.24488000,0.08758812
-2.47485001,0.14682460,3.20429100,0.06469924
-2.47480001,0.14685510,0.09018219,0.05554369
-2.47475001,0.14664140,3.19879700,0.03814813
-2.47470001,0.14651940,3.20123900,0.05554369
-2.47465001,0.14654990,3.21054700,0.04562517
-2.47460001,0.14654990,3.19086300,0.09567553
-2.47455001,0.14645830,3.18277500,0.05554369
-2.47450001,0.14630570,3.20246000,0.05859554
-2.47445001,0.14630570,3.22092300,0.05233924
-2.47440001,0.14630570,3.21298900,0.04074221
-2.47435001,0.14636680,3.22031300,0.06286813
-2.47430001,0.14618370,3.21482000,0.06912442
-2.47425001,0.14600050,3.21604100,0.07400738
-2.47420001,0.14612260,0.07232887,0.03997925
-2.47415001,0.14627520,3.17728200,0.02273629
-2.47410001,0.14606160,3.22336500,0.03265481
-2.47405001,0.14575640,3.23191000,0.04745628
-2.47400001,0.14572590,3.18536900,0.07461776
-2.47395001,0.14575640,3.19269400,0.03875851
-2.47390001,0.14572590,3.21420900,0.07522812
-2.47385001,0.14566480,3.20917400,0.07156590
-2.47380001,0.14548170,3.21726100,0.05355999
-2.47375001,0.14551230,3.25891900,0.10177920
-2.47370001,0.14572590,3.20612200,0.07583850
-2.47365001,0.14581740,3.20795300,0.04989776
-2.47360001,0.14569540,0.09140293,0.07400738
-2.47355001,0.14560380,3.20184900,0.05111850
-2.47350001,0.14566480,3.21482000,0.03448591
-2.47345001,0.14545120,3.20307000,0.06851406
-2.47340001,0.14535970,3.18033400,0.06530961
-2.47335001,0.14526810,3.18842100,0.03509629
-2.47330001,0.14520710,3.21115800,0.06225776
-2.47325001,0.14520710,3.22946900,0.09811701
-2.47320001,0.14511550,3.17789200,0.04684591
-2.47315001,0.14517650,3.20184900,0.04379406
-2.47310001,0.14514600,3.21115800,0.05111850
-2.47305001,0.14523760,3.19940800,0.03143407
-2.47300001,0.14529860,3.19025200,0.05294961
-2.47295001,0.14505450,3.19025200,0.02777184
-2.47290001,0.14508500,3.16934700,0.05432295
-2.47285001,0.14496290,3.20856400,0.04623554
-2.47280001,0.14496290,3.18536900,0.02777184
-2.47275001,0.14481030,3.20429100,0.04745628
-2.47270001,0.14490190,3.22031300,0.06790368
-2.47265001,0.14487140,3.22031300,0.08758812
-2.47260001,0.14484090,3.20993700,0.05859554
